gene_symbol,human_ortholog,appears_in_cbioportal,appears_in_cbioportal_mutated_gene_universe
Olfr1323,NA,FALSE,FALSE
Olfr133,NA,FALSE,FALSE
Olfr1330,NA,FALSE,FALSE
Olfr1333,NA,FALSE,FALSE
Olfr1339,NA,FALSE,FALSE
Olfr1340,NA,FALSE,FALSE
Olfr135,NA,FALSE,FALSE
Olfr1364,NA,FALSE,FALSE
Olfr1369-ps1,NA,FALSE,FALSE
Olfr138,NA,FALSE,FALSE
Olfr1380,NA,FALSE,FALSE
Olfr1384,NA,FALSE,FALSE
Olfr1385,NA,FALSE,FALSE
Olfr1386,NA,FALSE,FALSE
Olfr1388,NA,FALSE,FALSE
Olfr1390,NA,FALSE,FALSE
Olfr1396,NA,FALSE,FALSE
Olfr1408,NA,FALSE,FALSE
Olfr1411,NA,FALSE,FALSE
Olfr1419,NA,FALSE,FALSE
Olfr1441,NA,FALSE,FALSE
Olfr1442,NA,FALSE,FALSE
Olfr1444,NA,FALSE,FALSE
Olfr145,NA,FALSE,FALSE
Olfr1469,NA,FALSE,FALSE
Olfr147,NA,FALSE,FALSE
Olfr149,NA,FALSE,FALSE
Olfr1504,NA,FALSE,FALSE
Olfr1513,NA,FALSE,FALSE
Olfr168,NA,FALSE,FALSE
Olfr169,NA,FALSE,FALSE
Olfr170,NA,FALSE,FALSE
Olfr175,NA,FALSE,FALSE
Olfr178,NA,FALSE,FALSE
Olfr20,NA,FALSE,FALSE
Olfr205,NA,FALSE,FALSE
Olfr211,NA,FALSE,FALSE
Olfr212,NA,FALSE,FALSE
Olfr220,NA,FALSE,FALSE
Olfr224,NA,FALSE,FALSE
Olfr235,NA,FALSE,FALSE
Olfr237,NA,FALSE,FALSE
Olfr24,NA,FALSE,FALSE
Olfr263,NA,FALSE,FALSE
Olfr275,NA,FALSE,FALSE
Olfr281,NA,FALSE,FALSE
Olfr286,NA,FALSE,FALSE
Olfr292,NA,FALSE,FALSE
Olfr294,NA,FALSE,FALSE
Olfr307,NA,FALSE,FALSE
Olfr312,NA,FALSE,FALSE
Olfr313,NA,FALSE,FALSE
Olfr314,NA,FALSE,FALSE
Olfr324,NA,FALSE,FALSE
Olfr342,NA,FALSE,FALSE
Olfr351,NA,FALSE,FALSE
Olfr356,NA,FALSE,FALSE
Olfr365,NA,FALSE,FALSE
Olfr370,NA,FALSE,FALSE
Olfr372,NA,FALSE,FALSE
Olfr374,NA,FALSE,FALSE
Olfr376,NA,FALSE,FALSE
Olfr380,NA,FALSE,FALSE
Olfr381,NA,FALSE,FALSE
Olfr382,NA,FALSE,FALSE
Olfr385,NA,FALSE,FALSE
Olfr387-ps1,NA,FALSE,FALSE
Olfr389,NA,FALSE,FALSE
Olfr391,NA,FALSE,FALSE
Olfr401,NA,FALSE,FALSE
Olfr404-ps1,NA,FALSE,FALSE
Olfr409-ps1,NA,FALSE,FALSE
Olfr457,NA,FALSE,FALSE
Olfr46,NA,FALSE,FALSE
Olfr464,NA,FALSE,FALSE
Olfr466,NA,FALSE,FALSE
Olfr469,NA,FALSE,FALSE
Olfr470,NA,FALSE,FALSE
Olfr476,NA,FALSE,FALSE
Olfr479,NA,FALSE,FALSE
Olfr482,NA,FALSE,FALSE
Olfr485,NA,FALSE,FALSE
Olfr493,NA,FALSE,FALSE
Olfr506,NA,FALSE,FALSE
Olfr51,NA,FALSE,FALSE
Olfr512,NA,FALSE,FALSE
Olfr513,NA,FALSE,FALSE
Olfr518,NA,FALSE,FALSE
Olfr524,NA,FALSE,FALSE
Olfr530,NA,FALSE,FALSE
Olfr532,NA,FALSE,FALSE
Olfr536,NA,FALSE,FALSE
Olfr537-ps1,NA,FALSE,FALSE
Olfr54,NA,FALSE,FALSE
Olfr541,NA,FALSE,FALSE
Olfr550,NA,FALSE,FALSE
Olfr552,NA,FALSE,FALSE
Olfr553,NA,FALSE,FALSE
Olfr561,NA,FALSE,FALSE
Olfr564,NA,FALSE,FALSE
Olfr568,NA,FALSE,FALSE
Olfr575,NA,FALSE,FALSE
Olfr583,NA,FALSE,FALSE
Olfr584,NA,FALSE,FALSE
Olfr585,NA,FALSE,FALSE
Olfr593,NA,FALSE,FALSE
Olfr594,NA,FALSE,FALSE
Olfr601,NA,FALSE,FALSE
Olfr615,NA,FALSE,FALSE
Olfr617,NA,FALSE,FALSE
Olfr618,NA,FALSE,FALSE
Olfr619,NA,FALSE,FALSE
Olfr623,NA,FALSE,FALSE
Olfr631,NA,FALSE,FALSE
Olfr639,NA,FALSE,FALSE
Olfr654,NA,FALSE,FALSE
Olfr658,NA,FALSE,FALSE
Olfr661,NA,FALSE,FALSE
Olfr671,NA,FALSE,FALSE
Olfr678,NA,FALSE,FALSE
Olfr681,NA,FALSE,FALSE
Olfr684,NA,FALSE,FALSE
Olfr700,NA,FALSE,FALSE
Olfr720,NA,FALSE,FALSE
Olfr732,NA,FALSE,FALSE
Olfr735,NA,FALSE,FALSE
Olfr739,NA,FALSE,FALSE
Olfr745,NA,FALSE,FALSE
Olfr747,NA,FALSE,FALSE
Olfr763,NA,FALSE,FALSE
Olfr769,NA,FALSE,FALSE
Olfr770,NA,FALSE,FALSE
Olfr771,NA,FALSE,FALSE
Olfr782,NA,FALSE,FALSE
Olfr799,NA,FALSE,FALSE
Olfr801,NA,FALSE,FALSE
Olfr812,NA,FALSE,FALSE
Olfr821,NA,FALSE,FALSE
Olfr824,NA,FALSE,FALSE
Olfr826,NA,FALSE,FALSE
Olfr829,NA,FALSE,FALSE
Olfr830,NA,FALSE,FALSE
Olfr857,NA,FALSE,FALSE
Olfr860,NA,FALSE,FALSE
Olfr872,NA,FALSE,FALSE
Olfr877,NA,FALSE,FALSE
Olfr895,NA,FALSE,FALSE
Olfr898,NA,FALSE,FALSE
Olfr9,NA,FALSE,FALSE
Olfr908,NA,FALSE,FALSE
Olfr933,NA,FALSE,FALSE
Olfr937,NA,FALSE,FALSE
Olfr944,NA,FALSE,FALSE
Olfr945,NA,FALSE,FALSE
Olfr952,NA,FALSE,FALSE
Olfr957,NA,FALSE,FALSE
Olfr96,NA,FALSE,FALSE
Olfr965,NA,FALSE,FALSE
Olfr971,NA,FALSE,FALSE
Olfr978,NA,FALSE,FALSE
Olfr979,NA,FALSE,FALSE
Olfr98,NA,FALSE,FALSE
Olfr981,NA,FALSE,FALSE
Olfr982,NA,FALSE,FALSE
Olfr983,NA,FALSE,FALSE
Olfr985,NA,FALSE,FALSE
Olfr99,NA,FALSE,FALSE
Olfr992,NA,FALSE,FALSE
Olfr996,NA,FALSE,FALSE
Oma1,OMA1,TRUE,TRUE
Omt2a,NA,FALSE,FALSE
Ophn1,OPHN1,TRUE,TRUE
Oplah,OPLAH,TRUE,TRUE
Opn4,OPN4,TRUE,TRUE
Oprl1,OPRL1,TRUE,TRUE
Optn,OPTN,TRUE,TRUE
Os9,OS9,TRUE,TRUE
Osbpl11,OSBPL11,TRUE,TRUE
Osbpl1a,OSBPL1A,TRUE,TRUE
Osbpl3,OSBPL3,TRUE,TRUE
Osbpl9,OSBPL9,TRUE,TRUE
Osm,OSM,TRUE,TRUE
Osmr,OSMR,TRUE,TRUE
Osr1,OSR1,TRUE,TRUE
Otoa,OTOA,TRUE,TRUE
Otof,OTOF,TRUE,TRUE
Otog,OTOG,TRUE,TRUE
Otop2,OTOP2,TRUE,TRUE
Otud5,OTUD5,TRUE,TRUE
Otulinl,OTULINL,TRUE,TRUE
Ovgp1,OVGP1,TRUE,TRUE
Oxa1l,OXA1L,TRUE,TRUE
Oxct1,OXCT1,TRUE,TRUE
Oxgr1,OXGR1,TRUE,TRUE
Oxsr1,OXSR1,TRUE,TRUE
P2rx4,P2RX4,TRUE,TRUE
P2rx6,P2RX6,TRUE,TRUE
P2rx7,P2RX7,TRUE,TRUE
P2ry4,P2RY4,TRUE,TRUE
P2ry6,P2RY6,TRUE,TRUE
P3h1,P3H1,TRUE,TRUE
P3h2,P3H2,TRUE,TRUE
P3h3,P3H3,TRUE,TRUE
P4ha2,P4HA2,TRUE,TRUE
Pabpc2,PABPC1,TRUE,TRUE
Pacs1,PACS1,TRUE,TRUE
Pacs2,PACS2,TRUE,TRUE
Pacsin1,PACSIN1,TRUE,TRUE
Padi4,PADI4,TRUE,TRUE
Paf1,PAF1,TRUE,TRUE
Pag1,PAG1,TRUE,TRUE
Pak1,PAK1,TRUE,TRUE
Pak1ip1,PAK1IP1,TRUE,TRUE
Pak6,PAK6,TRUE,TRUE
Palld,PALLD,TRUE,TRUE
Pamr1,PAMR1,TRUE,TRUE
Pank1,PANK1,TRUE,TRUE
Papln,PAPLN,TRUE,TRUE
Papola,PAPOLA,TRUE,TRUE
Papolb,PAPOLB,TRUE,TRUE
Papolg,PAPOLG,TRUE,TRUE
Pappa,PAPPA,TRUE,TRUE
Pappa2,PAPPA2,TRUE,TRUE
Papss2,PAPSS2,TRUE,TRUE
Paqr5,PAQR5,TRUE,TRUE
Paqr9,PAQR9,TRUE,TRUE
Pard3,PARD3,TRUE,TRUE
Pard3b,PARD3B,TRUE,TRUE
Pard6a,PARD6A,TRUE,TRUE
Parg,PARG,TRUE,TRUE
Parp14,PARP14,TRUE,TRUE
Parp16,PARP16,TRUE,TRUE
Parp2,PARP2,TRUE,TRUE
Parp4,PARP4,TRUE,TRUE
Parp8,PARP8,TRUE,TRUE
Pars2,PARS2,TRUE,TRUE
Pate14,NA,FALSE,FALSE
Pate7,NA,FALSE,FALSE
Pate8,NA,FALSE,FALSE
Patj,PATJ,TRUE,TRUE
Patl1,PATL1,TRUE,TRUE
Pax1,PAX1,TRUE,TRUE
Pax2,PAX2,TRUE,TRUE
Pax3,PAX3,TRUE,TRUE
Pax7,PAX7,TRUE,TRUE
Paxip1,PAXIP1,TRUE,TRUE
Pbx1,PBX1,TRUE,TRUE
Pbx4,PBX4,TRUE,TRUE
Pcbd1,PCBD1,FALSE,FALSE
Pcbp2,PCBP2,TRUE,TRUE
Pcbp3,PCBP3,TRUE,TRUE
Pcbp4,PCBP4,TRUE,TRUE
Pcca,PCCA,TRUE,TRUE
Pcdh10,PCDH10,TRUE,TRUE
Pcdh15,PCDH15,TRUE,TRUE
Pcdh17,PCDH17,TRUE,TRUE
Pcdh18,PCDH18,TRUE,TRUE
Pcdh19,PCDH19,TRUE,TRUE
Pcdh9,PCDH9,TRUE,TRUE
Pcdha1,PCDHA1,TRUE,TRUE
Pcdha11,PCDHA11,TRUE,TRUE
Pcdha12,PCDHA12,TRUE,TRUE
Pcdha2,PCDHA2,TRUE,TRUE
Pcdha3,PCDHA3,TRUE,TRUE
Pcdha5,PCDHA5,TRUE,TRUE
Pcdhb10,PCDHB5,TRUE,TRUE
Pcdhb11,PCDHB5,TRUE,TRUE
Pcdhb12,PCDHB5,TRUE,TRUE
Pcdhb13,PCDHB6,TRUE,TRUE
Pcdhb14,PCDHB6,TRUE,TRUE
Pcdhb15,PCDHB7,TRUE,TRUE
Pcdhb16,PCDHB13,TRUE,TRUE
Pcdhb18,PCDHB10,TRUE,TRUE
Pcdhb19,PCDHB11,TRUE,TRUE
Pcdhb2,PCDHB2,TRUE,TRUE
Pcdhb21,PCDHB18P,FALSE,FALSE
Pcdhb22,PCDHB15,TRUE,TRUE
Pcdhb4,PCDHB5,TRUE,TRUE
Pcdhb5,PCDHB4,TRUE,TRUE
Pcdhb7,PCDHB4,TRUE,TRUE
Pcdhb9,PCDHB4,TRUE,TRUE
Pcdhga11,PCDHGA11,TRUE,TRUE
Pcdhga7,PCDHGA7,TRUE,TRUE
Pcdhga8,PCDHGA8,TRUE,TRUE
Pcdhgb4,PCDHGB4,TRUE,TRUE
Pcdhgb6,PCDHGB6,TRUE,TRUE
Pcdhgb7,PCDHGB7,TRUE,TRUE
Pced1a,PCED1A,TRUE,TRUE
Pck1,PCK1,TRUE,TRUE
Pck2,PCK2,TRUE,TRUE
Pclo,PCLO,TRUE,TRUE
Pcnt,PCNT,TRUE,TRUE
Pcnx,PCNX1,TRUE,TRUE
Pcnx2,PCNX2,TRUE,TRUE
Pcnx3,PCNX3,TRUE,TRUE
Pcnx4,PCNX4,TRUE,TRUE
Pcolce,PCOLCE,TRUE,TRUE
Pcsk1,PCSK1,TRUE,TRUE
Pcsk5,PCSK5,TRUE,TRUE
Pcsk6,PCSK6,TRUE,TRUE
Pcsk7,PCSK7,TRUE,TRUE
Pcsk9,PCSK9,TRUE,TRUE
Pcyt1b,PCYT1B,TRUE,TRUE
Pdc,PDC,TRUE,TRUE
Pde11a,PDE11A,TRUE,TRUE
Pde1b,PDE1B,TRUE,TRUE
Pde3b,PDE3B,TRUE,TRUE
Pde4c,PDE4C,TRUE,TRUE
Pde4d,PDE4D,TRUE,TRUE
Pde4dip,PDE4DIP,TRUE,TRUE
Pde6b,PDE6B,TRUE,TRUE
Pde8a,PDE8A,TRUE,TRUE
Pde8b,PDE8B,TRUE,TRUE
Pde9a,PDE9A,TRUE,TRUE
Pdgfra,PDGFRA,TRUE,TRUE
Pdgfrb,PDGFRB,TRUE,TRUE
Pdha1,PDHA1,TRUE,TRUE
Pdhb,PDHB,TRUE,TRUE
Pdhx,PDHX,TRUE,TRUE
Pdk1,PDK1,TRUE,TRUE
Pdk3,PDK3,TRUE,TRUE
Pdlim5,PDLIM5,TRUE,TRUE
Pdp2,PDP2,TRUE,TRUE
Pdpk1,PDPK1,TRUE,TRUE
Pdpn,PDPN,TRUE,TRUE
Pdpr,PDPR,TRUE,TRUE
Pds5a,PDS5A,TRUE,TRUE
Pdxp,PDXP,TRUE,TRUE
Pdzd4,PDZD4,TRUE,TRUE
Pdzd8,PDZD8,TRUE,TRUE
Pdzph1,NA,FALSE,FALSE
Pdzrn3,PDZRN3,TRUE,TRUE
Pdzrn4,PDZRN4,TRUE,TRUE
Peak1,PEAK1,TRUE,TRUE
Pecam1,PECAM1,TRUE,TRUE
Pecr,PECR,TRUE,TRUE
Peg10,PEG10,TRUE,TRUE
Peg3,PEG3,TRUE,TRUE
Pelp1,PELP1,TRUE,TRUE
Penk,PENK,TRUE,TRUE
Per1,PER1,TRUE,TRUE
Perm1,PERM1,TRUE,TRUE
Pes1,PES1,TRUE,TRUE
Pfas,PFAS,TRUE,TRUE
Pfkl,PFKL,TRUE,TRUE
Pfkm,PFKM,TRUE,TRUE
Pfpl,MPEG1,TRUE,TRUE
Pgap1,PGAP1,TRUE,TRUE
Pgbd5,PGBD5,TRUE,TRUE
Pgc,PGC,TRUE,TRUE
Pggt1b,PGGT1B,TRUE,TRUE
Pgm2l1,PGM2L1,TRUE,TRUE
Pgr,PGR,TRUE,TRUE
Phactr2,PHACTR2,TRUE,TRUE
Phactr3,PHACTR3,TRUE,TRUE
Phactr4,PHACTR4,TRUE,TRUE
Phc1,PHC1,TRUE,TRUE
Pheta1,PHETA1,TRUE,TRUE
Phex,PHEX,TRUE,TRUE
Phf12,PHF12,TRUE,TRUE
Phf13,PHF13,TRUE,TRUE
Phf2,PHF2,TRUE,TRUE
Phf21b,PHF21B,TRUE,TRUE
Phf7,PHF7,TRUE,TRUE
Phf8,PHF8,TRUE,TRUE
Phka1,PHKA1,TRUE,TRUE
Phka2,PHKA2,TRUE,TRUE
Phkg1,PHKG1,TRUE,TRUE
Phldb1,PHLDB1,TRUE,TRUE
Phldb3,PHLDB3,TRUE,TRUE
Phrf1,PHRF1,TRUE,TRUE
Phtf2,PHTF2,TRUE,TRUE
Pi4ka,PI4KA,TRUE,TRUE
Pias1,PIAS1,TRUE,TRUE
Pick1,PICK1,TRUE,TRUE
Pid1,PID1,TRUE,TRUE
Piezo1,PIEZO1,TRUE,TRUE
Piezo2,PIEZO2,TRUE,TRUE
Piga,PIGA,TRUE,TRUE
Pigg,PIGG,TRUE,TRUE
Pigk,PIGK,TRUE,TRUE
Pign,PIGN,TRUE,TRUE
Pigq,PIGQ,TRUE,TRUE
Pigr,PIGR,TRUE,TRUE
Pigt,PIGT,TRUE,TRUE
Pigu,PIGU,TRUE,TRUE
Pih1d1,PIH1D1,TRUE,TRUE
Pih1d2,PIH1D2,TRUE,TRUE
Pik3ap1,PIK3AP1,TRUE,TRUE
Pik3c2g,PIK3C2G,TRUE,TRUE
Pik3c3,PIK3C3,TRUE,TRUE
Pik3cg,PIK3CG,TRUE,TRUE
Pik3r2,PIK3R2,TRUE,TRUE
Pik3r4,PIK3R4,TRUE,TRUE
Pik3r5,PIK3R5,TRUE,TRUE
Pik3r6,PIK3R6,TRUE,TRUE
Pikfyve,PIKFYVE,TRUE,TRUE
Pilrb2,PILRA,TRUE,TRUE
Pim3,PIM3,TRUE,TRUE
Pinx1,PINX1,TRUE,TRUE
Pip5k1b,PIP5K1B,TRUE,TRUE
Pirb,LILRA1,TRUE,TRUE
Pitpnb,PITPNB,TRUE,TRUE
Pitx1,PITX1,TRUE,TRUE
Piwil1,PIWIL1,TRUE,TRUE
Pja2,PJA2,TRUE,TRUE
Pkd1,PKD1,TRUE,TRUE
Pkd1l2,PKD1L2,TRUE,TRUE
Pkd1l3,PKD1L3,TRUE,TRUE
Pkd2,PKD2,TRUE,TRUE
Pkd2l1,PKD2L1,TRUE,TRUE
Pkhd1,PKHD1,TRUE,TRUE
Pkhd1l1,PKHD1L1,TRUE,TRUE
Pkm,PKM,TRUE,TRUE
Pkn1,PKN1,TRUE,TRUE
Pkn3,PKN3,TRUE,TRUE
Pkp1,PKP1,TRUE,TRUE
Pkp2,PKP2,TRUE,TRUE
Pkp4,PKP4,TRUE,TRUE
Pla2g2c,PLA2G2C,TRUE,TRUE
Pla2g4c,PLA2G4C,TRUE,TRUE
Pla2g4d,PLA2G4D,TRUE,TRUE
Pla2r1,PLA2R1,TRUE,TRUE
Plat,PLAT,TRUE,TRUE
Plb1,PLB1,TRUE,TRUE
Plbd1,PLBD1,TRUE,TRUE
Plcb1,PLCB1,TRUE,TRUE
Plcb2,PLCB2,TRUE,TRUE
Plcd4,PLCD4,TRUE,TRUE
Plce1,PLCE1,TRUE,TRUE
Plch1,PLCH1,TRUE,TRUE
Plch2,PLCH2,TRUE,TRUE
Plcl2,PLCL2,TRUE,TRUE
Plcz1,PLCZ1,TRUE,TRUE
Pld3,PLD3,TRUE,TRUE
Plec,PLEC,TRUE,TRUE
Plekha4,PLEKHA4,TRUE,TRUE
Plekha7,PLEKHA7,TRUE,TRUE
Plekhg1,PLEKHG1,TRUE,TRUE
Plekhg2,PLEKHG2,TRUE,TRUE
Plekhg3,PLEKHG3,TRUE,TRUE
Plekhg4,PLEKHG4,TRUE,TRUE
Plekhj1,PLEKHJ1,FALSE,FALSE
Plekhm1,PLEKHM1,TRUE,TRUE
Plekho1,PLEKHO1,TRUE,TRUE
Plekho2,PLEKHO2,TRUE,TRUE
Plk1,PLK1,TRUE,TRUE
Plk2,PLK2,TRUE,TRUE
Plod1,PLOD1,TRUE,TRUE
Plod2,PLOD2,TRUE,TRUE
Plp1,PLP1,TRUE,TRUE
Plpp4,PLPP4,TRUE,TRUE
Plppr1,PLPPR1,TRUE,TRUE
Plppr5,PLPPR5,TRUE,TRUE
Pltp,PLTP,TRUE,TRUE
Plxdc2,PLXDC2,TRUE,TRUE
Plxna3,PLXNA3,TRUE,TRUE
Plxna4,PLXNA4,TRUE,TRUE
Plxnb1,PLXNB1,TRUE,TRUE
Plxnb2,PLXNB2,TRUE,TRUE
Plxnb3,PLXNB3,TRUE,TRUE
Plxnd1,PLXND1,TRUE,TRUE
Pmel,PMEL,TRUE,TRUE
Pmepa1,PMEPA1,TRUE,TRUE
Pmm1,PMM1,TRUE,TRUE
Pmpcb,PMPCB,TRUE,TRUE
Pms2,PMS2,TRUE,TRUE
Pmvk,PMVK,TRUE,TRUE
Pnkp,PNKP,TRUE,TRUE
Pnliprp1,PNLIPRP1,TRUE,TRUE
Pnma1,PNMA1,TRUE,TRUE
Pnma5,PNMA5,TRUE,TRUE
Pnoc,PNOC,TRUE,TRUE
Pnp,PNP,TRUE,TRUE
Pnpla5,PNPLA5,TRUE,TRUE
Pnpla6,PNPLA6,TRUE,TRUE
Pnpla7,PNPLA7,TRUE,TRUE
Podn,PODN,TRUE,TRUE
Pofut1,POFUT1,TRUE,TRUE
Pofut2,POFUT2,TRUE,TRUE
Poglut1,POGLUT1,TRUE,TRUE
Poglut3,POGLUT3,TRUE,TRUE
Pogz,POGZ,TRUE,TRUE
Pola1,POLA1,TRUE,TRUE
Pola2,POLA2,TRUE,TRUE
Pole,POLE,TRUE,TRUE
Polg,POLG,TRUE,TRUE
Poli,POLI,TRUE,TRUE
Polm,POLM,TRUE,TRUE
Polr1a,POLR1A,TRUE,TRUE
Polr1b,POLR1B,TRUE,TRUE
Polr2b,POLR2B,TRUE,TRUE
Polr2i,POLR2I,TRUE,TRUE
Polr3a,POLR3A,TRUE,TRUE
Polrmt,POLRMT,TRUE,TRUE
Pom121,POM121,TRUE,TRUE
Pom121l12,POM121L12,TRUE,TRUE
Pomc,POMC,TRUE,TRUE
Pomt1,POMT1,TRUE,TRUE
Popdc2,POPDC2,TRUE,TRUE
Porcn,PORCN,TRUE,TRUE
Pot1a,POT1,TRUE,TRUE
Pot1b,POT1,TRUE,TRUE
Pou1f1,POU1F1,TRUE,TRUE
Pou2f1,POU2F1,TRUE,TRUE
Pou2f2,POU2F2,TRUE,TRUE
Pou2f3,POU2F3,TRUE,TRUE
Pou3f2,POU3F2,TRUE,TRUE
Pou6f2,POU6F2,TRUE,TRUE
Ppara,PPARA,TRUE,TRUE
Ppargc1b,PPARGC1B,TRUE,TRUE
Ppcs,PPCS,TRUE,TRUE
Ppfia1,PPFIA1,TRUE,TRUE
Ppfia2,PPFIA2,TRUE,TRUE
Ppfia4,PPFIA4,TRUE,TRUE
Ppil2,PPIL2,TRUE,TRUE
Ppip5k1,PPIP5K1,TRUE,TRUE
Ppip5k2,PPIP5K2,TRUE,TRUE
Ppl,PPL,TRUE,TRUE
Ppm1d,PPM1D,TRUE,TRUE
Ppm1g,PPM1G,TRUE,TRUE
Ppox,PPOX,TRUE,TRUE
Ppp1r12b,PPP1R12B,TRUE,TRUE
Ppp1r14d,PPP1R14D,TRUE,TRUE
Ppp1r16b,PPP1R16B,TRUE,TRUE
Ppp1r1a,PPP1R1A,TRUE,TRUE
Ppp1r3g,PPP1R3G,TRUE,TRUE
Ppp1r8,PPP1R8,TRUE,TRUE
Ppp1r9a,PPP1R9A,TRUE,TRUE
Ppp2r2b,PPP2R2B,TRUE,TRUE
Ppp3cb,PPP3CB,TRUE,TRUE
Ppp3cc,PPP3CC,TRUE,TRUE
Ppp4r1,PPP4R1,TRUE,TRUE
Ppp5c,PPP5C,TRUE,TRUE
Ppp6r2,PPP6R2,TRUE,TRUE
Pprc1,PPRC1,TRUE,TRUE
Ppt1,PPT1,TRUE,TRUE
Prag1,PRAG1,TRUE,TRUE
Pram1,PRAM1,TRUE,TRUE
Pramef6,NA,FALSE,FALSE
Pramef8,NA,FALSE,FALSE
Pramel5,PRAMEF1,TRUE,TRUE
Pramel6,PRAMEF1,TRUE,TRUE
Prb1,PRB2,TRUE,TRUE
Prdm1,PRDM1,TRUE,TRUE
Prdm12,PRDM12,FALSE,FALSE
Prdm13,PRDM13,TRUE,TRUE
Prdm14,PRDM14,TRUE,TRUE
Prdm16,PRDM16,TRUE,TRUE
Prdm2,PRDM2,TRUE,TRUE
Prdm9,PRDM7,TRUE,TRUE
Prdx5,PRDX5,TRUE,TRUE
Prdx6b,PRDX6,TRUE,TRUE
Prelp,PRELP,TRUE,TRUE
Prex2,PREX2,TRUE,TRUE
Prg4,PRG4,TRUE,TRUE
Prh1,PRH1,TRUE,TRUE
Prkca,PRKCA,TRUE,TRUE
Prkcg,PRKCG,TRUE,TRUE
Prkch,PRKCH,TRUE,TRUE
Prkcz,PRKCZ,TRUE,TRUE
Prkdc,PRKDC,TRUE,TRUE
Prkg1,PRKG1,TRUE,TRUE
Prkn,PRKN,TRUE,TRUE
Prkx,PRKX,TRUE,TRUE
Prl2a1,PRL,TRUE,TRUE
Prl2c2,PRL,TRUE,TRUE
Prl3d1,PRL,TRUE,TRUE
Prl3d3,PRL,TRUE,TRUE
Prl7b1,PRL,TRUE,TRUE
Prm2,PRM2,TRUE,TRUE
Prmt1,PRMT1,TRUE,TRUE
Prmt6,PRMT6,TRUE,TRUE
Prmt8,PRMT8,TRUE,TRUE
Prmt9,PRMT9,TRUE,TRUE
Prodh,PRODH,TRUE,TRUE
Prodh2,PRODH2,TRUE,TRUE
Prok1,PROK1,TRUE,TRUE
Prom2,PROM2,TRUE,TRUE
Prop1,PROP1,TRUE,TRUE
Pros1,PROS1,TRUE,TRUE
Proser2,PROSER2,TRUE,TRUE
Prox1,PROX1,TRUE,TRUE
Prpf18,PRPF18,TRUE,TRUE
Prpf40a,PRPF40A,TRUE,TRUE
Prpf4b,PRPF4B,FALSE,FALSE
Prpf6,PRPF6,TRUE,TRUE
Prpf8,PRPF8,TRUE,TRUE
Prpmp5,PRH1,TRUE,TRUE
Prps1,PRPS1,TRUE,TRUE
Prps1l3,PRPS1,TRUE,TRUE
Prr12,PRR12,TRUE,TRUE
Prr16,PRR16,TRUE,TRUE
Prr33,PRR33,FALSE,FALSE
Prrc2a,PRRC2A,TRUE,TRUE
Prrc2b,PRRC2B,TRUE,TRUE
Prrg4,PRRG4,TRUE,TRUE
Prrt4,PRRT4,TRUE,TRUE
Prrx2,PRRX2,TRUE,TRUE
Prss12,PRSS12,TRUE,TRUE
Prss2,PRSS1,TRUE,TRUE
Prss22,PRSS22,TRUE,TRUE
Prss28,NA,FALSE,FALSE
Prss34,NA,FALSE,FALSE
Prss39,NA,FALSE,FALSE
Prss44,NA,FALSE,FALSE
Prss53,PRSS53,TRUE,TRUE
Prtg,PRTG,TRUE,TRUE
Prune2,PRUNE2,TRUE,TRUE
Prxl2c,PRXL2C,TRUE,TRUE
Psd2,PSD2,TRUE,TRUE
Psg20,CEACAM21,TRUE,TRUE
Psg25,CEACAM21,TRUE,TRUE
Psg26,CEACAM21,TRUE,TRUE
Psg28,CEACAM21,TRUE,TRUE
Psg29,CEACAM1,TRUE,TRUE
Psma1,PSMA1,TRUE,TRUE
Psma3,PSMA3,TRUE,TRUE
Psmc1,PSMC1,TRUE,TRUE
Psmc3,PSMC3,TRUE,TRUE
Psmd10,PSMD10,TRUE,TRUE
Psmd13,PSMD13,TRUE,TRUE
Psme1,PSME1,TRUE,TRUE
Psme2b,PSME2,TRUE,TRUE
Psme4,PSME4,TRUE,TRUE
Pstpip2,PSTPIP2,TRUE,TRUE
Ptbp1,PTBP1,TRUE,TRUE
Ptcd1,ATP5MF-PTCD1,TRUE,TRUE
Ptch1,PTCH1,TRUE,TRUE
Ptchd4,PTCHD4,TRUE,TRUE
Ptdss2,PTDSS2,TRUE,TRUE
Pten,PTEN,TRUE,TRUE
Ptger3,PTGER3,TRUE,TRUE
Ptgfr,PTGFR,TRUE,TRUE
Ptgis,PTGIS,TRUE,TRUE
Ptgr2,PTGR2,TRUE,TRUE
Ptgs1,PTGS1,TRUE,TRUE
Ptk2b,PTK2B,TRUE,TRUE
Ptp4a3,PTP4A3,TRUE,TRUE
Ptpn13,PTPN13,TRUE,TRUE
Ptpn20,PTPN20,TRUE,TRUE
Ptpn5,PTPN5,TRUE,TRUE
Ptpn7,PTPN7,TRUE,TRUE
Ptprd,PTPRD,TRUE,TRUE
Ptprg,PTPRG,TRUE,TRUE
Ptprh,PTPRH,TRUE,TRUE
Ptprk,PTPRK,TRUE,TRUE
Ptprm,PTPRM,TRUE,TRUE
Ptprn,PTPRN,TRUE,TRUE
Ptprn2,PTPRN2,TRUE,TRUE
Ptpro,PTPRO,TRUE,TRUE
Ptprq,PTPRQ,TRUE,TRUE
Ptprs,PTPRS,TRUE,TRUE
Ptprt,PTPRT,TRUE,TRUE
